Phrase,Sentiment
less pimps,2
Photo,2
Madonna 's cameo,2
a gorgeously atmospheric meditation,2
film noir organized crime story,2
indoor,2
"sons ,",2
desperately ingratiating performance,2
's bedeviled by labored writing and slack direction .,2
find a ` literary ' filmmaking style,1
of several of his performances,2
the songs translate well to film,3
"in all its agonizing , Catch-22 glory",2
unfunny and unentertaining,1
"as her lover Mario Cavaradossi , and Ruggero as the villainous , lecherous police chief Scarpia",2
Interview,2
"A beyond-lame satire , Teddy Bears ' Picnic ranks among the most pitiful directing",1
is unfocused,1
to elevate it beyond its formula to the level of classic romantic comedy to which it aspires,3
the business of making movies,2
"Filmmaker Stacy Peralta has a flashy editing style that does n't always jell with Sean Penn 's monotone narration ,",2
Translating complex characters from novels to the big screen is an impossible task but,2
see this terrific film,4
the film turns into an engrossing thriller almost in spite of itself .,3
rock pile,2
been more geeked when I heard that Apollo 13 was going to be released in IMAX format,4
are as timely as tomorrow,3
teenage movies,2
refreshing and,3
a film so graceless and devoid of merit as this one come along,0
"It 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny",3
pomposity,1
"A film really has to be exceptional to justify a three hour running time , and this is n't .",1
is far less painful than his opening scene encounter with an over-amorous terrier,2
"The high-concept scenario soon proves preposterous , the acting is robotically italicized , and",1
's an often-cute film but either needs more substance to fill the time or some judicious editing .,2
of everything else,2
"Sluggish , tonally uneven .",0
it proves surprisingly serviceable,3
catching for Griffiths ' warm and winning central performance,3
is surely the funniest and most accurate depiction of writer,4
modern,2
Kangaroo Jack about to burst across America 's winter movie screens,2
than -LRB- Total Recall and Blade Runner -RRB-,2
"jolt you out of your seat a couple of times , give you a few laughs ,",4
validated,2
the phone rings and a voice tells you,2
humor in so many teenage comedies,2
tells us in his narration that ` this is a story without surprises,2
possible for a documentary,2
The material and the production itself are little more than routine .,1
most amazing super-sized dosage,3
dictate,2
to make a clear point -- even if it seeks to rely on an ambiguous presentation,2
"This movie may not have the highest production values you 've ever seen ,",1
is amused by its special effects,3
Washington as possibly the best actor working in movies today,4
of ice cream,2
become a Spielberg trademark,3
are strong,3
part of that delicate canon,3
any question of how things will turn out,2
is meant to make you think about existential suffering,2
millennial,2
coming-of-age saga,2
should have been the be-all-end-all of the modern-office anomie films,2
"its best ,",3
", aside from Robert Altman , Spike Lee , the Coen Brothers and a few others , our moviemakers do n't make often enough",2
Viva Castro,2
take her spiritual quest at all seriously,2
"as Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design",1
would be a total loss if not for two supporting performances taking place at the movie 's edges .,2
that first made audiences on both sides of the Atlantic love him,3
through the wall,3
Longley,2
fascinating portrait,4
The best part about `` Gangs '' was Daniel Day-Lewis .,3
think you 've figured out Late Marriage,2
funnier film,3
Silly stuff,1
to Massoud,2
Crush departs from the 4W formula,2
padding,3
"rarely easy , obvious or self-indulgent",3
seemed wasted like DeNiro 's once promising career and the once grand Long Beach boardwalk .,1
make it the darling of many a kids-and-family-oriented cable channel,3
should be credited with remembering his victims,2
just sneers,1
drama and flat-out farce,2
After that,2
reruns,2
pithy,2
", it is undeniably that",2
haunting than those in Mr. Spielberg 's 1993 classic,2
Side Story territory,2
is .,2
is in the details,2
"He 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does .",1
an eccentric and good-naturedly aimless story,2
too many characters saying too many clever things and,1
cue,2
comic timing,2
A backhanded ode,2
don ',2
train of a film,2
unintentionally famous,2
drags the film down .,1
joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled .,3
the genuine ones barely register,1
"All of the elements are in place for a great film noir , but",3
smart and newfangled,3
which is paper-thin and decidedly unoriginal,0
let alone conscious of each other 's existence .,2
still show virtually no understanding of it,1
that this is Revenge Of The Nerds Revisited,1
of a well-made pizza,3
smooth and,2
While this gentle and affecting melodrama will have luvvies in raptures,3
zap,2
20th Century France,2
suckers,1
A sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother,3
-LRB- not to mention gently political -RRB- meditation,2
Goldbacher,1
intellectually stultifying,1
"to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles",2
is bound to show up at theatres for it,2
gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .,3
of Stuart and Margolo,2
of the plot almost arbitrary,2
"his edits , unlike those in Moulin Rouge , are crisp and purposeful without overdoing it",4
From the opening strains of the Average White Band 's `` Pick up the Pieces '',2
the goofiest stuff,2
intercut,2
to put the struggle into meaningful historical context,2
"the beaten path ,",2
in effective if cheap moments of fright and dread,3
"as much as it is Schmidt 's , no matter if it 's viewed as a self-reflection or cautionary tale",2
"An extremely funny , ultimately heartbreaking look at life in contemporary China .",3
Ayurveda,2
lived in a state of quiet desperation,1
What `` Empire '' lacks in depth it makes up for with its heart .,3
"It 's got the brawn , but not the brains .",1
The auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .,3
its fans,2
making a movie,2
Guilty of the worst sin of attributable to a movie like this,0
of the human spirit,2
handles,2
beyond the usual portrayals of good kids and bad seeds,2
dime-store,2
gritty enough,3
"those visual in-jokes , as in the film 's verbal pokes at everything from the likes of Miramax chief Harvey Weinstein 's bluff personal style",2
is one of those all-star reunions that fans of Gosford Park have come to assume is just another day of Brit cinema,2
1950,2
internal combustion engine,2
to surviving invaders seeking an existent anti-virus,2
distant,1
trying to grab a lump of Play-Doh,2
landmark poem,2
Manhattan denizens,2
the visual flourishes,3
the simple telling,2
of the most depressing movie-going experiences I can think of,1
Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .,0
various characters express their quirky inner selves,3
a scathing portrayal,2
was outshined by LL Cool J.,2
little different,2
"To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed .",1
The part,2
equals the original,3
the film -RRB- works,3
depictions of a love affair,2
most of the actors,2
the stylistic rigors,3
cheapen the overall effect,1
"those films that possesses all the good intentions in the world , but",2
knitting,2
"hoary dialogue , fluxing accents , and -- worst of all -- silly-looking Morlocks",1
employ their quirky and fearless ability,3
offer an advance screening,2
has become the master of innuendo .,3
its sensitive handling,3
"'s coherent , well shot",3
spaniel-eyed Jean Reno,2
"is -RRB- a fascinating character , and deserves a better vehicle than this facetious smirk of a movie",1
every scrap is of the darkest variety,3
"realize , much to our dismay , that this really did happen",1
sustains interest during the long build-up of expository material,3
quirky rip-off prison,1
The obligatory break-ups,2
practically every expectation,2
than to receive,2
a reasonably good time,3
were being shown on the projection television screen of a sports bar,2
